timestamp,lat,long,Uwind,Cloud,Flux,Temperature,Vwind,WS,WD
2023-01-01 00:00:00,40.99999999999999,26.100000000000094,-1.6500444412231445,0.140625,0.0,279.326416015625,-3.8088226318359375,4.150876594021682,23.42305211942005
2023-01-01 01:00:00,40.99999999999999,26.100000000000094,-1.7610273361206055,0.1953125,0.0,279.22412109375,-4.230156898498535,4.5820786401456255,22.602112218698636
2023-01-01 02:00:00,40.99999999999999,26.100000000000094,-2.0504703521728516,0.1796875,0.0,279.328369140625,-4.266654014587402,4.733789723396536,25.66802771509296
2023-01-01 03:00:00,40.99999999999999,26.100000000000094,-2.375223159790039,0.1796875,0.0,279.01513671875,-4.213696479797363,4.83703660133554,29.409568604430717
2023-01-01 04:00:00,40.99999999999999,26.100000000000094,-2.3460521697998047,0.1953125,0.0,278.773681640625,-4.426694869995117,5.009948927430644,27.922618520755833
2023-01-01 05:00:00,40.99999999999999,26.100000000000094,-2.2046632766723633,0.2109375,0.0,278.485107421875,-4.38370418548584,4.906872990953993,26.69885005462902
2023-01-01 06:00:00,40.99999999999999,26.100000000000094,-2.149317741394043,0.2109375,6277.0,278.426025390625,-4.218914031982422,4.734849771928289,26.99648155720675
2023-01-01 07:00:00,40.99999999999999,26.100000000000094,-2.1099281311035156,0.1953125,231476.20703125,280.210693359375,-4.641798973083496,5.098832653161013,24.444154333319943
2023-01-01 08:00:00,40.99999999999999,26.100000000000094,-2.095569610595703,0.0625,620701.73046875,282.582763671875,-4.452726364135742,4.921197422042905,25.20290364360568
2023-01-01 09:00:00,40.99999999999999,26.100000000000094,-2.3878602981567383,0.0546875,988029.6875,283.65087890625,-2.700066566467285,3.6044744785984575,41.48860899201898
2023-01-01 10:00:00,40.99999999999999,26.100000000000094,-2.5246801376342773,0.0078125,1187358.4375,284.411865234375,-2.199544906616211,3.348433602983095,48.937057848880926
2023-01-01 11:00:00,40.99999999999999,26.100000000000094,-2.751715660095215,0.0078125,1396608.9375,285.005859375,-2.0057687759399414,3.4051501371523774,53.911104677731316
2023-01-01 12:00:00,40.99999999999999,26.100000000000094,-2.8583927154541016,0.0078125,1332882.0,285.216552734375,-2.137162208557129,3.5690154414692374,53.215280925304356
2023-01-01 13:00:00,40.99999999999999,26.100000000000094,-2.836867332458496,0.0,1062588.0,285.04248046875,-2.461721420288086,3.7560469396794516,49.049846219972466
2023-01-01 14:00:00,40.99999999999999,26.100000000000094,-2.699981689453125,0.0,610002.0,283.817626953125,-3.5443944931030273,4.455629410770292,37.29873830742241
2023-01-01 15:00:00,40.99999999999999,26.100000000000094,-2.320296287536621,0.0,140797.0,281.20751953125,-4.726125717163086,5.264982351004277,26.14877749208722
2023-01-01 16:00:00,40.99999999999999,26.100000000000094,-2.437406539916992,0.0,9.0,280.350341796875,-4.259098052978516,4.907225984781576,29.78174327075297
2023-01-01 17:00:00,40.99999999999999,26.100000000000094,-2.388211250305176,0.0,0.0,280.23681640625,-3.9909439086914062,4.650933912495989,30.896623671981246
2023-01-01 18:00:00,40.99999999999999,26.100000000000094,-2.352540969848633,0.0,0.0,280.16650390625,-3.680624008178711,4.368231004010418,32.58545505101662
2023-01-01 19:00:00,40.99999999999999,26.100000000000094,-2.320267677307129,0.0,0.0,279.933349609375,-3.022603988647461,3.810482510987783,37.51123800426802
2023-01-01 20:00:00,40.99999999999999,26.100000000000094,-2.134592056274414,0.0,0.0,279.77783203125,-2.7899169921875,3.5128507042011305,37.419946931077476
2023-01-01 21:00:00,40.99999999999999,26.100000000000094,-1.9347572326660156,0.0078125,0.0,279.759765625,-2.733762741088867,3.3491408262297924,35.28806679619643
2023-01-01 22:00:00,40.99999999999999,26.100000000000094,-1.902186393737793,0.0,0.0,279.18798828125,-2.4915895462036133,3.134697998734857,37.35966772851333
2023-01-01 23:00:00,40.99999999999999,26.100000000000094,-1.7861137390136719,0.0234375,0.0,278.5,-2.1792449951171875,2.817678306236663,39.33811750909774
2023-01-02 00:00:00,40.99999999999999,26.100000000000094,-0.8801345825195312,0.125,0.0,278.80078125,-2.097940444946289,2.2750804367952053,22.759177081281507
2023-01-02 00:00:00,40.99999999999999,26.100000000000094,-1.5132780075073242,0.0546875,0.0,278.11376953125,-2.0056982040405273,2.512535694014462,37.0341658683509
2023-01-02 01:00:00,40.99999999999999,26.100000000000094,-1.1108713150024414,0.03125,0.0,278.56884765625,-2.0037317276000977,2.291064362842416,29.00403950816286
2023-01-02 01:00:00,40.99999999999999,26.100000000000094,-0.49861717224121094,0.1484375,0.0,278.2109375,-2.2578611373901367,2.312262095911816,12.453102109813102
2023-01-02 02:00:00,40.99999999999999,26.100000000000094,-1.0301628112792969,0.0703125,0.0,278.40185546875,-1.9224443435668945,2.181061134369051,28.185118141638185
2023-01-02 02:00:00,40.99999999999999,26.100000000000094,-0.5826416015625,0.171875,0.0,278.396728515625,-2.187148094177246,2.2634239597862513,14.916793355399221
2023-01-02 03:00:00,40.99999999999999,26.100000000000094,-1.012563705444336,0.21875,0.0,278.427001953125,-2.0142574310302734,2.254444112424134,26.688596762747665
2023-01-02 03:00:00,40.99999999999999,26.100000000000094,-1.0896339416503906,0.140625,0.0,278.11328125,-1.9229583740234375,2.210219680263351,29.53782439785823
2023-01-02 04:00:00,40.99999999999999,26.100000000000094,-1.2653617858886719,0.2578125,0.0,278.138916015625,-2.0948257446289062,2.4473322924252483,31.13372037192522
2023-01-02 04:00:00,40.99999999999999,26.100000000000094,-1.1627283096313477,0.1484375,0.0,278.703125,-1.82098388671875,2.160536840164383,32.55890402668808
